inst#,actual,predicted,error,prediction
15821,1:?,1:yes,,1
15822,1:?,1:yes,,0.925
15823,1:?,1:yes,,0.995
15824,1:?,1:yes,,1
15825,1:?,1:yes,,0.871
15826,1:?,1:yes,,0.973
15827,1:?,1:yes,,1
15828,1:?,1:yes,,0.966
15829,1:?,1:yes,,1
15830,1:?,1:yes,,1
15831,1:?,1:yes,,1
15832,1:?,1:yes,,1
15833,1:?,1:yes,,0.967
15834,1:?,1:yes,,0.986
15835,1:?,2:no,,0.992
15836,1:?,1:yes,,1
15837,1:?,1:yes,,1
15838,1:?,1:yes,,0.982
15839,1:?,1:yes,,0.991
15840,1:?,1:yes,,0.992
15841,1:?,2:no,,0.994
15842,1:?,1:yes,,0.562
15843,1:?,1:yes,,0.999
15844,1:?,1:yes,,0.998
15845,1:?,1:yes,,0.959
15846,1:?,1:yes,,0.999
15847,1:?,1:yes,,0.874
15848,1:?,1:yes,,0.998
15849,1:?,1:yes,,0.888
15850,1:?,1:yes,,0.959
15851,1:?,1:yes,,0.999
15852,1:?,1:yes,,0.999
15853,1:?,1:yes,,1
15854,1:?,1:yes,,0.997
15855,1:?,1:yes,,1
15856,1:?,1:yes,,0.989
15857,1:?,1:yes,,0.999
15858,1:?,2:no,,0.967
15859,1:?,1:yes,,0.992
15860,1:?,1:yes,,0.985
15861,1:?,1:yes,,0.997
15862,1:?,1:yes,,0.62
15863,1:?,1:yes,,0.948
15864,1:?,2:no,,0.831
15865,1:?,1:yes,,0.999
15866,1:?,1:yes,,0.998
15867,1:?,1:yes,,0.976
15868,1:?,1:yes,,0.963
15869,1:?,1:yes,,0.952
15870,1:?,1:yes,,1
15871,1:?,2:no,,1
15872,1:?,1:yes,,0.955
15873,1:?,1:yes,,0.958
15874,1:?,1:yes,,0.893
15875,1:?,1:yes,,0.997
15876,1:?,1:yes,,0.981
15877,1:?,1:yes,,0.873
15878,1:?,1:yes,,0.938
15879,1:?,1:yes,,0.981
15880,1:?,1:yes,,1
15881,1:?,1:yes,,0.954
15882,1:?,1:yes,,0.978
15883,1:?,1:yes,,1
15884,1:?,1:yes,,0.877
15885,1:?,1:yes,,1
15886,1:?,1:yes,,1
15887,1:?,1:yes,,0.99
15888,1:?,1:yes,,0.981
15889,1:?,1:yes,,1
15890,1:?,2:no,,0.745
15891,1:?,1:yes,,0.86
15892,1:?,1:yes,,1
15893,1:?,1:yes,,0.966
15894,1:?,1:yes,,0.944
15895,1:?,1:yes,,0.696
15896,1:?,1:yes,,0.972
15897,1:?,1:yes,,0.948
15898,1:?,1:yes,,0.971
15899,1:?,2:no,,0.937
15900,1:?,1:yes,,0.952
15901,1:?,2:no,,1
15902,1:?,1:yes,,1
15903,1:?,1:yes,,0.939
15904,1:?,1:yes,,0.999
15905,1:?,1:yes,,0.974
15906,1:?,1:yes,,0.995
15907,1:?,1:yes,,1
15908,1:?,1:yes,,0.877
15909,1:?,1:yes,,0.972
15910,1:?,1:yes,,0.97
15911,1:?,1:yes,,0.999
15912,1:?,1:yes,,0.874
15913,1:?,1:yes,,0.999
15914,1:?,1:yes,,0.992
15915,1:?,1:yes,,0.934
15916,1:?,1:yes,,0.999
15917,1:?,1:yes,,0.947
15918,1:?,1:yes,,1
15919,1:?,1:yes,,0.997
15920,1:?,1:yes,,1
15921,1:?,1:yes,,1
15922,1:?,1:yes,,1
15923,1:?,1:yes,,1
15924,1:?,1:yes,,0.975
15925,1:?,1:yes,,1
15926,1:?,1:yes,,1
15927,1:?,1:yes,,1
15928,1:?,1:yes,,1
15929,1:?,1:yes,,0.992
15930,1:?,1:yes,,0.979
15931,1:?,1:yes,,1
15932,1:?,1:yes,,0.944
15933,1:?,1:yes,,1
15934,1:?,1:yes,,0.74
15935,1:?,1:yes,,0.948
15936,1:?,1:yes,,1
15937,1:?,1:yes,,0.933
15938,1:?,1:yes,,1
15939,1:?,1:yes,,0.978
15940,1:?,1:yes,,0.982
15941,1:?,1:yes,,0.949
15942,1:?,1:yes,,1
15943,1:?,1:yes,,1
15944,1:?,1:yes,,0.912
15945,1:?,1:yes,,0.975
15946,1:?,1:yes,,0.964
15947,1:?,1:yes,,0.937
15948,1:?,1:yes,,0.987
15949,1:?,1:yes,,0.993
15950,1:?,1:yes,,1
15951,1:?,1:yes,,1
15952,1:?,1:yes,,0.999
15953,1:?,1:yes,,1
15954,1:?,1:yes,,0.963
15955,1:?,1:yes,,0.995
15956,1:?,1:yes,,1
15957,1:?,1:yes,,0.914
15958,1:?,1:yes,,1
15959,1:?,1:yes,,1
15960,1:?,1:yes,,0.998
15961,1:?,1:yes,,0.891
15962,1:?,1:yes,,1
15963,1:?,1:yes,,0.993
15964,1:?,1:yes,,0.945
15965,1:?,1:yes,,0.995
15966,1:?,1:yes,,1
15967,1:?,1:yes,,0.97
15968,1:?,1:yes,,0.981
15969,1:?,1:yes,,0.952
15970,1:?,1:yes,,0.57
15971,1:?,2:no,,0.994
15972,1:?,1:yes,,0.983
15973,1:?,1:yes,,0.976
15974,1:?,1:yes,,0.989
15975,1:?,1:yes,,1
15976,1:?,1:yes,,1
15977,1:?,1:yes,,1
15978,1:?,1:yes,,0.974
15979,1:?,1:yes,,1
15980,1:?,1:yes,,0.983
15981,1:?,1:yes,,0.997
15982,1:?,1:yes,,0.952
15983,1:?,1:yes,,0.981
15984,1:?,1:yes,,0.998
15985,1:?,1:yes,,1
15986,1:?,1:yes,,1
15987,1:?,1:yes,,0.991
15988,1:?,1:yes,,0.972
15989,1:?,1:yes,,0.937
15990,1:?,1:yes,,0.983
15991,1:?,1:yes,,1
15992,1:?,1:yes,,0.966
15993,1:?,1:yes,,1
15994,1:?,1:yes,,0.967
15995,1:?,1:yes,,1
15996,1:?,1:yes,,0.901
15997,1:?,1:yes,,0.973
15998,1:?,1:yes,,0.989
15999,1:?,1:yes,,1
16000,1:?,1:yes,,1
16001,1:?,1:yes,,0.943
16002,1:?,1:yes,,0.982
16003,1:?,1:yes,,1
16004,1:?,1:yes,,0.957
16005,1:?,1:yes,,1
16006,1:?,1:yes,,0.953
16007,1:?,1:yes,,1
16008,1:?,1:yes,,0.995
16009,1:?,2:no,,0.826
16010,1:?,1:yes,,1
16011,1:?,1:yes,,0.999
16012,1:?,1:yes,,1
16013,1:?,1:yes,,0.996
16014,1:?,1:yes,,1
16015,1:?,1:yes,,0.994
16016,1:?,1:yes,,1
16017,1:?,1:yes,,0.949
16018,1:?,1:yes,,1
16019,1:?,1:yes,,0.991
16020,1:?,1:yes,,0.991
16021,1:?,1:yes,,1
16022,1:?,1:yes,,0.991
16023,1:?,1:yes,,1
16024,1:?,1:yes,,1
16025,1:?,1:yes,,0.999
16026,1:?,1:yes,,1
16027,1:?,2:no,,1
16028,1:?,1:yes,,1
16029,1:?,1:yes,,0.955
16030,1:?,1:yes,,1
16031,1:?,1:yes,,0.969
16032,1:?,1:yes,,1
16033,1:?,1:yes,,0.982
16034,1:?,1:yes,,0.992
16035,1:?,1:yes,,1
16036,1:?,1:yes,,0.946
16037,1:?,1:yes,,0.729
16038,1:?,1:yes,,0.999
16039,1:?,2:no,,0.652
16040,1:?,2:no,,0.881
16041,1:?,1:yes,,0.981
16042,1:?,1:yes,,0.948
16043,1:?,1:yes,,1
16044,1:?,1:yes,,0.954
16045,1:?,1:yes,,1
16046,1:?,1:yes,,0.995
16047,1:?,1:yes,,0.992
16048,1:?,1:yes,,1
16049,1:?,1:yes,,1
16050,1:?,1:yes,,0.953
16051,1:?,1:yes,,0.994
16052,1:?,1:yes,,0.994
16053,1:?,1:yes,,0.946
16054,1:?,1:yes,,0.98
16055,1:?,1:yes,,0.992
16056,1:?,1:yes,,0.979
16057,1:?,1:yes,,0.99
16058,1:?,1:yes,,1
16059,1:?,1:yes,,0.594
16060,1:?,1:yes,,1
16061,1:?,1:yes,,0.955
16062,1:?,1:yes,,0.964
16063,1:?,1:yes,,1
16064,1:?,1:yes,,0.614
16065,1:?,1:yes,,1
16066,1:?,1:yes,,0.996
16067,1:?,1:yes,,0.999
16068,1:?,1:yes,,1
16069,1:?,1:yes,,0.974
16070,1:?,1:yes,,0.978
16071,1:?,1:yes,,0.972
16072,1:?,1:yes,,0.994
16073,1:?,1:yes,,1
16074,1:?,1:yes,,1
16075,1:?,1:yes,,1
16076,1:?,1:yes,,1
16077,1:?,1:yes,,0.917
16078,1:?,1:yes,,0.969
16079,1:?,1:yes,,0.95
16080,1:?,1:yes,,0.61
16081,1:?,1:yes,,0.9
16082,1:?,1:yes,,1
16083,1:?,1:yes,,0.997
16084,1:?,1:yes,,1
16085,1:?,1:yes,,1
16086,1:?,1:yes,,1
16087,1:?,1:yes,,0.912
16088,1:?,1:yes,,1
16089,1:?,1:yes,,0.982
16090,1:?,1:yes,,0.747
16091,1:?,1:yes,,0.948
16092,1:?,1:yes,,0.998
16093,1:?,1:yes,,0.844
16094,1:?,1:yes,,0.933
16095,1:?,1:yes,,0.989
16096,1:?,1:yes,,0.945
16097,1:?,1:yes,,0.952
16098,1:?,2:no,,0.893
16099,1:?,1:yes,,1
16100,1:?,1:yes,,1
16101,1:?,1:yes,,0.989
16102,1:?,1:yes,,0.943
16103,1:?,1:yes,,1
16104,1:?,1:yes,,0.992
16105,1:?,1:yes,,0.963
16106,1:?,1:yes,,0.958
16107,1:?,1:yes,,0.989
16108,1:?,1:yes,,0.973
16109,1:?,1:yes,,0.999
16110,1:?,1:yes,,0.948
16111,1:?,1:yes,,0.997
16112,1:?,2:no,,0.908
16113,1:?,1:yes,,1
16114,1:?,1:yes,,0.939
16115,1:?,1:yes,,0.822
16116,1:?,1:yes,,0.988
16117,1:?,1:yes,,1
16118,1:?,1:yes,,1
16119,1:?,1:yes,,0.988
16120,1:?,1:yes,,0.973
16121,1:?,2:no,,1
16122,1:?,1:yes,,0.988
16123,1:?,1:yes,,1
16124,1:?,1:yes,,0.974
16125,1:?,1:yes,,1
16126,1:?,1:yes,,0.952
16127,1:?,1:yes,,0.996
16128,1:?,1:yes,,1
16129,1:?,1:yes,,0.989
16130,1:?,1:yes,,1
16131,1:?,1:yes,,0.999
16132,1:?,1:yes,,0.973
16133,1:?,1:yes,,0.917
16134,1:?,1:yes,,0.944
16135,1:?,1:yes,,1
16136,1:?,1:yes,,1
16137,1:?,2:no,,0.991
16138,1:?,1:yes,,0.619
16139,1:?,1:yes,,1
16140,1:?,1:yes,,0.999
16141,1:?,2:no,,0.947
16142,1:?,1:yes,,1
16143,1:?,1:yes,,1
16144,1:?,1:yes,,1
16145,1:?,1:yes,,0.997
16146,1:?,1:yes,,1
16147,1:?,1:yes,,0.817
16148,1:?,1:yes,,0.556
16149,1:?,1:yes,,1
16150,1:?,1:yes,,0.98
16151,1:?,2:no,,1
16152,1:?,1:yes,,0.99
16153,1:?,1:yes,,0.999
16154,1:?,1:yes,,1
16155,1:?,1:yes,,0.999
16156,1:?,1:yes,,1
16157,1:?,1:yes,,0.999
16158,1:?,1:yes,,0.99
16159,1:?,1:yes,,1
16160,1:?,1:yes,,0.976
16161,1:?,1:yes,,1
16162,1:?,1:yes,,0.945
16163,1:?,1:yes,,0.96
16164,1:?,1:yes,,0.936
16165,1:?,1:yes,,0.965
16166,1:?,1:yes,,0.987
16167,1:?,1:yes,,0.945
16168,1:?,1:yes,,1
16169,1:?,1:yes,,1
16170,1:?,1:yes,,1
16171,1:?,1:yes,,1
16172,1:?,1:yes,,1
16173,1:?,2:no,,0.613
16174,1:?,1:yes,,0.779
16175,1:?,1:yes,,0.992
16176,1:?,1:yes,,0.998
16177,1:?,1:yes,,1
16178,1:?,1:yes,,0.995
16179,1:?,1:yes,,1
16180,1:?,1:yes,,1
16181,1:?,1:yes,,0.958
16182,1:?,1:yes,,0.966
16183,1:?,1:yes,,0.943
16184,1:?,1:yes,,0.953
16185,1:?,1:yes,,0.996
16186,1:?,2:no,,0.638
16187,1:?,1:yes,,1
16188,1:?,1:yes,,0.943
16189,1:?,1:yes,,1
16190,1:?,1:yes,,1
16191,1:?,1:yes,,1
16192,1:?,1:yes,,0.939
16193,1:?,1:yes,,0.972
16194,1:?,1:yes,,0.979
16195,1:?,1:yes,,0.913
16196,1:?,1:yes,,0.973
16197,1:?,1:yes,,1
16198,1:?,1:yes,,0.983
16199,1:?,1:yes,,0.972
16200,1:?,1:yes,,0.988
16201,1:?,1:yes,,1
16202,1:?,1:yes,,0.939
16203,1:?,1:yes,,0.913
16204,1:?,1:yes,,0.964
16205,1:?,1:yes,,0.998
16206,1:?,1:yes,,1
16207,1:?,1:yes,,0.943
16208,1:?,1:yes,,0.967
16209,1:?,1:yes,,0.923
16210,1:?,1:yes,,1
16211,1:?,1:yes,,0.978
16212,1:?,1:yes,,1
16213,1:?,1:yes,,0.971
16214,1:?,1:yes,,1
16215,1:?,1:yes,,0.997
16216,1:?,1:yes,,0.943
16217,1:?,1:yes,,1
16218,1:?,1:yes,,0.937
16219,1:?,1:yes,,0.999
16220,1:?,1:yes,,1
16221,1:?,1:yes,,1
16222,1:?,1:yes,,0.923
16223,1:?,1:yes,,0.943
16224,1:?,1:yes,,0.727
16225,1:?,1:yes,,0.958
16226,1:?,1:yes,,1
16227,1:?,1:yes,,0.996
16228,1:?,1:yes,,1
16229,1:?,1:yes,,1
16230,1:?,2:no,,0.93
16231,1:?,1:yes,,0.992
16232,1:?,1:yes,,1
16233,1:?,1:yes,,0.974
16234,1:?,1:yes,,0.956
16235,1:?,1:yes,,0.955
16236,1:?,1:yes,,0.987
16237,1:?,1:yes,,1
16238,1:?,1:yes,,1
16239,1:?,1:yes,,1
16240,1:?,1:yes,,1
16241,1:?,1:yes,,0.707
16242,1:?,1:yes,,1
16243,1:?,1:yes,,0.986
16244,1:?,1:yes,,0.977
16245,1:?,1:yes,,0.973
16246,1:?,1:yes,,1
16247,1:?,1:yes,,0.877
16248,1:?,1:yes,,0.988
16249,1:?,1:yes,,0.999
16250,1:?,1:yes,,0.998
16251,1:?,1:yes,,0.955
16252,1:?,2:no,,0.688
16253,1:?,1:yes,,0.944
16254,1:?,1:yes,,1
16255,1:?,1:yes,,0.96
16256,1:?,1:yes,,0.95
16257,1:?,1:yes,,1
16258,1:?,1:yes,,0.875
16259,1:?,1:yes,,0.969
16260,1:?,1:yes,,1
16261,1:?,1:yes,,0.976
16262,1:?,1:yes,,0.958
16263,1:?,2:no,,0.984
16264,1:?,1:yes,,1
16265,1:?,1:yes,,1
16266,1:?,1:yes,,0.945
16267,1:?,1:yes,,1
16268,1:?,1:yes,,0.991
16269,1:?,1:yes,,0.981
16270,1:?,1:yes,,1
16271,1:?,1:yes,,0.998
16272,1:?,1:yes,,0.978
16273,1:?,1:yes,,1
16274,1:?,1:yes,,1
16275,1:?,1:yes,,0.997
16276,1:?,1:yes,,0.967
16277,1:?,1:yes,,0.994
16278,1:?,1:yes,,1
16279,1:?,1:yes,,0.981
16280,1:?,1:yes,,1
16281,1:?,1:yes,,1
16282,1:?,1:yes,,1
16283,1:?,1:yes,,1
16284,1:?,1:yes,,0.956
16285,1:?,1:yes,,0.974
16286,1:?,1:yes,,1
16287,1:?,1:yes,,0.944
16288,1:?,1:yes,,0.959
16289,1:?,1:yes,,1
16290,1:?,1:yes,,0.955
16291,1:?,1:yes,,0.952
16292,1:?,1:yes,,1
16293,1:?,1:yes,,0.95
16294,1:?,1:yes,,1
16295,1:?,1:yes,,1
16296,1:?,1:yes,,1
16297,1:?,1:yes,,0.999
16298,1:?,1:yes,,1
16299,1:?,1:yes,,0.939
16300,1:?,1:yes,,1
16301,1:?,1:yes,,1
16302,1:?,1:yes,,0.896
16303,1:?,1:yes,,0.982
16304,1:?,2:no,,0.906
16305,1:?,1:yes,,0.954
16306,1:?,1:yes,,1
16307,1:?,1:yes,,0.979
16308,1:?,1:yes,,0.999
16309,1:?,1:yes,,1
16310,1:?,1:yes,,0.991
16311,1:?,1:yes,,1
16312,1:?,1:yes,,0.999
16313,1:?,1:yes,,0.999
16314,1:?,1:yes,,0.985
16315,1:?,1:yes,,0.952
16316,1:?,1:yes,,1
16317,1:?,1:yes,,0.991
16318,1:?,1:yes,,1
16319,1:?,1:yes,,0.943
16320,1:?,1:yes,,1
16321,1:?,1:yes,,1
16322,1:?,1:yes,,0.993
16323,1:?,1:yes,,1
16324,1:?,1:yes,,1
16325,1:?,1:yes,,0.986
16326,1:?,1:yes,,0.948
16327,1:?,1:yes,,1
16328,1:?,1:yes,,0.925
16329,1:?,1:yes,,0.842
16330,1:?,1:yes,,0.951
16331,1:?,1:yes,,0.995
16332,1:?,1:yes,,1
16333,1:?,1:yes,,0.913
16334,1:?,1:yes,,0.984
16335,1:?,1:yes,,0.999
16336,1:?,1:yes,,0.966
16337,1:?,1:yes,,0.995
16338,1:?,2:no,,0.901
16339,1:?,1:yes,,1
16340,1:?,1:yes,,0.993
16341,1:?,1:yes,,0.937
16342,1:?,1:yes,,0.949
16343,1:?,1:yes,,0.935
16344,1:?,1:yes,,0.999
16345,1:?,1:yes,,1
16346,1:?,1:yes,,1
16347,1:?,1:yes,,1
16348,1:?,1:yes,,0.956
16349,1:?,1:yes,,0.991
16350,1:?,1:yes,,1
16351,1:?,1:yes,,1
16352,1:?,1:yes,,0.944
16353,1:?,1:yes,,1
16354,1:?,1:yes,,1
16355,1:?,1:yes,,1
16356,1:?,2:no,,0.929
16357,1:?,1:yes,,1
16358,1:?,1:yes,,0.963
16359,1:?,1:yes,,0.997
16360,1:?,1:yes,,1
16361,1:?,1:yes,,0.991
16362,1:?,1:yes,,0.988
16363,1:?,1:yes,,0.915
16364,1:?,2:no,,1
16365,1:?,1:yes,,1
16366,1:?,1:yes,,0.948
16367,1:?,1:yes,,0.967
16368,1:?,1:yes,,0.999
16369,1:?,1:yes,,0.934
16370,1:?,1:yes,,1
16371,1:?,1:yes,,0.811
16372,1:?,1:yes,,0.998
16373,1:?,1:yes,,0.991
16374,1:?,1:yes,,0.972
16375,1:?,1:yes,,1
16376,1:?,1:yes,,0.851
16377,1:?,1:yes,,1
16378,1:?,1:yes,,1
16379,1:?,1:yes,,1
16380,1:?,1:yes,,0.994
16381,1:?,1:yes,,1
16382,1:?,1:yes,,1
16383,1:?,1:yes,,0.962
16384,1:?,1:yes,,0.986
16385,1:?,1:yes,,0.944
16386,1:?,1:yes,,0.993
16387,1:?,1:yes,,1
16388,1:?,1:yes,,0.977
16389,1:?,1:yes,,0.758
16390,1:?,1:yes,,1
16391,1:?,1:yes,,0.995
16392,1:?,1:yes,,0.967
16393,1:?,1:yes,,0.991
16394,1:?,1:yes,,1
16395,1:?,1:yes,,1
16396,1:?,1:yes,,1
16397,1:?,1:yes,,0.912
16398,1:?,1:yes,,1
16399,1:?,2:no,,0.99
16400,1:?,1:yes,,0.979
16401,1:?,1:yes,,1
16402,1:?,1:yes,,0.973
16403,1:?,1:yes,,0.84
16404,1:?,1:yes,,0.957
16405,1:?,1:yes,,1
16406,1:?,1:yes,,0.956
16407,1:?,2:no,,0.938
16408,1:?,1:yes,,0.998
16409,1:?,1:yes,,0.936
16410,1:?,1:yes,,0.995
16411,1:?,1:yes,,0.999
16412,1:?,1:yes,,0.946
16413,1:?,1:yes,,1
16414,1:?,1:yes,,0.929
16415,1:?,1:yes,,1
16416,1:?,1:yes,,0.944
16417,1:?,1:yes,,0.991
16418,1:?,1:yes,,0.957
16419,1:?,1:yes,,0.939
16420,1:?,1:yes,,1
16421,1:?,1:yes,,0.995
16422,1:?,1:yes,,1
16423,1:?,1:yes,,0.992
16424,1:?,1:yes,,0.999
16425,1:?,1:yes,,0.999
16426,1:?,1:yes,,0.99
16427,1:?,1:yes,,0.995
16428,1:?,1:yes,,0.948
16429,1:?,1:yes,,0.879
16430,1:?,1:yes,,0.927
16431,1:?,1:yes,,1
16432,1:?,1:yes,,0.974
16433,1:?,1:yes,,0.991
16434,1:?,1:yes,,0.997
16435,1:?,1:yes,,1
16436,1:?,1:yes,,0.938
16437,1:?,1:yes,,0.965
16438,1:?,1:yes,,0.941
16439,1:?,1:yes,,0.986
16440,1:?,1:yes,,0.972
16441,1:?,1:yes,,0.933
16442,1:?,1:yes,,1
16443,1:?,1:yes,,1
16444,1:?,1:yes,,0.998
16445,1:?,2:no,,1
16446,1:?,1:yes,,0.973
16447,1:?,1:yes,,0.997
16448,1:?,1:yes,,1
16449,1:?,1:yes,,1
16450,1:?,1:yes,,0.999
16451,1:?,1:yes,,1
16452,1:?,1:yes,,0.711
16453,1:?,1:yes,,0.99
16454,1:?,1:yes,,1
16455,1:?,1:yes,,0.95
16456,1:?,1:yes,,0.896
16457,1:?,1:yes,,0.995
16458,1:?,1:yes,,0.981
16459,1:?,1:yes,,0.97
16460,1:?,1:yes,,1
16461,1:?,1:yes,,1
16462,1:?,1:yes,,0.959
16463,1:?,1:yes,,0.523
16464,1:?,1:yes,,1
16465,1:?,1:yes,,0.992
16466,1:?,1:yes,,1
16467,1:?,1:yes,,1
16468,1:?,1:yes,,0.953
16469,1:?,1:yes,,0.945
16470,1:?,1:yes,,1
16471,1:?,2:no,,0.592
16472,1:?,1:yes,,0.875
16473,1:?,1:yes,,1
16474,1:?,1:yes,,0.995
16475,1:?,1:yes,,1
16476,1:?,1:yes,,0.981
16477,1:?,1:yes,,0.941
16478,1:?,1:yes,,1
16479,1:?,1:yes,,1
16480,1:?,1:yes,,0.981
16481,1:?,1:yes,,0.952
16482,1:?,1:yes,,1
16483,1:?,1:yes,,0.963
16484,1:?,2:no,,0.823
16485,1:?,1:yes,,1
16486,1:?,1:yes,,0.944
16487,1:?,1:yes,,0.978
16488,1:?,1:yes,,0.815
16489,1:?,1:yes,,0.953
16490,1:?,1:yes,,0.99
16491,1:?,1:yes,,1
16492,1:?,1:yes,,1
16493,1:?,1:yes,,0.952
16494,1:?,1:yes,,1
16495,1:?,1:yes,,1
16496,1:?,1:yes,,1
16497,1:?,1:yes,,0.995
16498,1:?,1:yes,,0.756
16499,1:?,1:yes,,0.517
16500,1:?,1:yes,,1
16501,1:?,1:yes,,0.988
16502,1:?,1:yes,,0.943
16503,1:?,1:yes,,0.992
16504,1:?,1:yes,,0.999
16505,1:?,1:yes,,1
16506,1:?,1:yes,,0.999
16507,1:?,1:yes,,1
16508,1:?,1:yes,,0.999
16509,1:?,1:yes,,0.989
16510,1:?,1:yes,,0.979
16511,1:?,1:yes,,0.983
16512,1:?,1:yes,,1
16513,1:?,1:yes,,0.973
16514,1:?,1:yes,,1
16515,1:?,1:yes,,0.998
16516,1:?,1:yes,,1
16517,1:?,1:yes,,0.996
16518,1:?,1:yes,,0.966
16519,1:?,1:yes,,1
16520,1:?,1:yes,,0.977
16521,1:?,1:yes,,0.968
16522,1:?,1:yes,,0.951
16523,1:?,1:yes,,1
16524,1:?,1:yes,,0.997
16525,1:?,1:yes,,1
16526,1:?,1:yes,,1
16527,1:?,1:yes,,1
16528,1:?,1:yes,,1
16529,1:?,1:yes,,0.965
16530,1:?,1:yes,,1
16531,1:?,1:yes,,0.974
16532,1:?,1:yes,,1
16533,1:?,1:yes,,0.998
16534,1:?,1:yes,,1
16535,1:?,2:no,,0.555
16536,1:?,1:yes,,1
16537,1:?,1:yes,,1
16538,1:?,1:yes,,1
16539,1:?,1:yes,,1
16540,1:?,1:yes,,0.999
16541,1:?,1:yes,,1
16542,1:?,2:no,,0.744
16543,1:?,1:yes,,0.955
16544,1:?,1:yes,,0.999
16545,1:?,1:yes,,1
16546,1:?,1:yes,,0.98
16547,1:?,1:yes,,1
16548,1:?,1:yes,,1
16549,1:?,2:no,,0.86
16550,1:?,1:yes,,1
16551,1:?,1:yes,,1
16552,1:?,1:yes,,0.998
16553,1:?,2:no,,0.583
16554,1:?,2:no,,0.982
16555,1:?,1:yes,,0.991
16556,1:?,1:yes,,1
16557,1:?,1:yes,,0.819
16558,1:?,1:yes,,1
16559,1:?,1:yes,,0.994
16560,1:?,1:yes,,0.998
16561,1:?,1:yes,,0.95
16562,1:?,1:yes,,1
16563,1:?,1:yes,,0.938
16564,1:?,1:yes,,0.966
16565,1:?,1:yes,,1
16566,1:?,1:yes,,0.987
16567,1:?,1:yes,,0.987
16568,1:?,1:yes,,1
16569,1:?,2:no,,0.981
16570,1:?,1:yes,,0.999
16571,1:?,1:yes,,1
16572,1:?,1:yes,,0.59
16573,1:?,1:yes,,1
16574,1:?,1:yes,,0.969
16575,1:?,1:yes,,0.986
16576,1:?,1:yes,,0.928
16577,1:?,1:yes,,0.996
16578,1:?,1:yes,,1
16579,1:?,1:yes,,0.936
16580,1:?,1:yes,,0.996
16581,1:?,1:yes,,0.997
16582,1:?,1:yes,,0.972
16583,1:?,1:yes,,1
16584,1:?,2:no,,0.977
16585,1:?,1:yes,,1
16586,1:?,1:yes,,0.951
16587,1:?,1:yes,,0.985
16588,1:?,1:yes,,0.992
16589,1:?,1:yes,,0.632
16590,1:?,1:yes,,0.999
16591,1:?,1:yes,,1
16592,1:?,1:yes,,1
16593,1:?,1:yes,,0.991
16594,1:?,1:yes,,0.702
16595,1:?,1:yes,,1
16596,1:?,1:yes,,1
16597,1:?,1:yes,,1
16598,1:?,1:yes,,0.979
16599,1:?,2:no,,0.695
16600,1:?,1:yes,,0.992
16601,1:?,1:yes,,1
16602,1:?,1:yes,,0.944
16603,1:?,1:yes,,0.96
16604,1:?,1:yes,,1
16605,1:?,1:yes,,0.985
16606,1:?,1:yes,,1
16607,1:?,1:yes,,1
16608,1:?,2:no,,0.733
16609,1:?,1:yes,,0.954
16610,1:?,1:yes,,0.973
16611,1:?,1:yes,,0.961
16612,1:?,2:no,,0.998
16613,1:?,1:yes,,0.959
16614,1:?,1:yes,,0.987
16615,1:?,1:yes,,0.954
16616,1:?,1:yes,,1
16617,1:?,1:yes,,0.981
16618,1:?,1:yes,,1
16619,1:?,1:yes,,0.998
16620,1:?,2:no,,0.902
16621,1:?,1:yes,,0.999
16622,1:?,1:yes,,0.982
16623,1:?,1:yes,,0.888
16624,1:?,1:yes,,0.932
16625,1:?,1:yes,,0.939
16626,1:?,1:yes,,1
16627,1:?,2:no,,0.701
16628,1:?,1:yes,,1
16629,1:?,1:yes,,0.943
16630,1:?,1:yes,,1
16631,1:?,1:yes,,1
16632,1:?,1:yes,,0.988
16633,1:?,1:yes,,0.889
16634,1:?,1:yes,,0.973
16635,1:?,1:yes,,1
16636,1:?,1:yes,,0.945
16637,1:?,1:yes,,0.973
16638,1:?,1:yes,,1
16639,1:?,1:yes,,1
16640,1:?,1:yes,,1
16641,1:?,1:yes,,1
16642,1:?,1:yes,,0.983
16643,1:?,1:yes,,1
16644,1:?,1:yes,,0.936
16645,1:?,1:yes,,0.963
16646,1:?,1:yes,,0.94
16647,1:?,1:yes,,1
16648,1:?,1:yes,,1
16649,1:?,1:yes,,0.915
16650,1:?,1:yes,,0.989
16651,1:?,1:yes,,0.938
16652,1:?,1:yes,,1
16653,1:?,1:yes,,0.955
16654,1:?,2:no,,0.999
16655,1:?,1:yes,,0.948
16656,1:?,1:yes,,0.852
16657,1:?,1:yes,,0.978
16658,1:?,1:yes,,1
16659,1:?,1:yes,,1
16660,1:?,1:yes,,1
16661,1:?,1:yes,,0.968
16662,1:?,1:yes,,1
16663,1:?,1:yes,,1
16664,1:?,1:yes,,1
16665,1:?,1:yes,,0.949
16666,1:?,1:yes,,0.942
16667,1:?,1:yes,,0.958
16668,1:?,2:no,,0.756
16669,1:?,1:yes,,0.722
16670,1:?,2:no,,0.996
16671,1:?,1:yes,,1
16672,1:?,1:yes,,0.998
16673,1:?,1:yes,,0.964
16674,1:?,1:yes,,1
16675,1:?,1:yes,,0.995
16676,1:?,1:yes,,1
16677,1:?,1:yes,,1
16678,1:?,1:yes,,0.975
16679,1:?,1:yes,,1
16680,1:?,1:yes,,0.981
16681,1:?,1:yes,,0.991
