indiv_nurse,screen_name,username,tweets,followers,following,SA,bio
,@jennyweld,Jennifer Weldon,194,10,164,"1,557",Mommy. Wife. Nurse. Happy girl!
,@Chubz0210,Clare Walters,175,37,51,"1,669",I'm Clare! Im a Nurse! i have a lil family including my gorgeous son Dylan!
,@amy_e_t,Amy Baker,160,28,43,"2,432","I am a nurse, a wife, a mother and a traveler."
,@LesleyJBaillie,Lesley Baillie,194,206,103,561,"Prof of Clinical Nursing Practice, LSBU, UCLH and FNF. Particular interests: dignity and improving care quality. All Tweets my own."
,@Lutvia_Mukhsin,Lutvia Indah P.S,118,40,215,795,the nurses is my life
,@palfreylin,The Look you Deserve,196,30,34,"2,388",I am an Aesthetic Nurse Prescriber. I have clinics throughout the Coventry area Established 8 yrs performing aesthetic procedures http://thelookyoudeserve.co.uk
,@crazymel,melissa harrelson,113,28,46,"2,742",I am an accelerated nursing student at the University of Miami!
,@CBReeves7,Chris Reeves,104,33,41,"2,349","Nurse in Boston with interests in social justice, local food, and emergency medicine."
,@hannbm,Brenda Hann,189,86,156,"2,561",Cath Angio Nursing Professional Development Specialist
,@25df7e46c42f46a,Denise Mcgookin,176,65,150,126,"married to Geoff, 1son +1daughter live in Bangor Co/Down N/Ireland. Nurse and love JAMES Arthur"
,@imZUperman,Zuhair Al-Haddad,191,8,91,"1,204",Mixed FilBahrainee. 26. 5'11. Hardworking. Nurse. Optimistic
,@musicolicODD,EF Baesa,138,41,237,"2,364",nurse.#survivor.food fan.no good cook.
,@campervankaz,karen,145,18,87,"1,017",Nurse (and international puppet master in my spare time) :-D
,@onnicah_23052,Realira,181,6,35,633,A mother of two a nurse a follower of JESUS CHRIST
,@veny3105,venny narullita,141,220,173,"1,303",nurses profesional
,@rms_92,Rach_Travels,200,37,162,"1,652",Nurse who has the travel bug Dreaming of adventure
,@nursetammy1979,Tammy Tighe,182,63,301,"1,328","Wife, nurse, Tennessee girl in a South Carolina World"
,@Gmaglo,Gloria Baughn,192,9,17,"2,365","Married to my hi-school sweetheart,mother of 5,Postmaster, quilter,grandma,in college eveningsto become a nurse"
,@MissEmilynn123,Emilynn Giddens,189,63,113,"1,452","I am a nurse, married to my best friend, love the Lord with all my heart, and am an avid smiler :)"
,@lgskinaesthetic,LG Skin Aesthetics,151,94,162,805,"Aesthetic Nurse Practitioner offering botox, dermal fillers, clinical skin peels and dermaroller micro needling."
,@JakkiA,Jakki Adams,103,35,60,"2,391","ER nurse, Rock Band lead singer, happy camper, Board Game Geek, Crafty Bitch, Navy Veteran, owned by two cats."
,@kyeesnanny,karen goodman,123,9,100,"2,151",grandmother ......nurse aide....staffing coordinator
,@rudolphbarng,rudolph barney,125,0,0,7,"Full time surgical nurse pat time facial aesthetic practitioner. Love the outdoors, dogs holidays, family & red wine Instagram: zoieburge"
,@pamnyamoita,pam nyamoita,104,21,271,"2,088","Nurse, public health officcer a sister, daughter , funlover, assertive, adventurer,ambitious,introvert extrovert,like reading a lot"
,@nursenicole73,nicole bennefield,137,4,6,693,"Nurse. Loves listening to music and reading books, its my escape. Me and my friends are weird but thats why we have so much fun together."
,@scz01,sarah zabizewski,110,13,207,"2,019",Registered Practical Nurse
,@Zamjee,#Teamfollowback,107,107,182,"1,880",Empathetic Nurse!! proud dad!! Handsome Hubby!! excellent teacher!! I think I am what I am ;)
,@medpharmcareers,MedPharm Careers,160,137,49,"2,175","MedPharm Careers is the largest medical, nursing and pharmaceutical job fairs in Europe organized twice a year in 23 countries in Europe. Join Today !"
,@nevermindkid,Ginger Hornung,129,51,84,826,Just a Christ follower. And a mom. Oh and a wife too. Yeah I AM a nurse as well. Guess i do some things
,@ProfLeadComMH,Paul Watts,142,66,109,554,"Professional Lead for Community Mental Health Nursing, Group Analyst & Fellow Bournemouth University ALL VIEWS ARE MY OWN"
,@aunnie0624,aunnie,125,9,52,702,Student Nurse | Dreamer | Fancy | Single _______________________________________ It's a diary.
,@liz1herring,Dr Liz Herring,142,267,156,"1,079",On secondment from North Durham CCG (director of nursing) to TEWVFT our local mental health Trust - working to improve the exprience children & young people.
,@sctnurse,giovanni,179,6,156,"1,269",Scout Master and a Nurse by profession...... in short Sct.Nurse
,@iluvamelie,Christina McLaughlin,167,26,75,"1,568","Soon to be nurse, always a photographer."
,@NursyNaNa,CrayCrayRN,167,117,66,"2,381",Night Nurse looking for entertaining people to help pass the time.
,@KtMarie_09,Katie Hess,108,67,76,"1,428","I am studying to become a nurse, attend the University of North Alabama and married to the most wonderful guy ever! :]"
,@macrn,Tina McIntosh,151,51,106,"2,439",Loving my life as a travel nurse!
,@SigHealth,Signature Healthcare,156,25,11,"1,924","Hiring RN's, LPN's, CNA's for medical staffing! *Enrolling for Certified Nurse Aide Classes* 2-Week FAST Track Classes!"
,@Cpgarland88,Christina,152,46,240,"1,362",God became earths mockery to save his children! -I am beyond blessed bc of Gods love_
,@ichiepoh,Raich,149,55,182,"1,550","voluptuous,fiery & quirky Filipina. Food, travel, techie & fashion aficionado! dancer.nurse.gamer. I am a princess but I wont wait for prince charming!"
,@ctsockwe,Taylor Sockwell,163,95,273,807,Daughter of the King. Forgiven sinner. Future nurse.
,@nikki_the_noo,Nikki Field,177,32,63,"1,767",Team leader for Continuing Health Care nurse by background Brighton and Hove CCG
,@paulamundy72,Paula Mundy,121,134,202,"2,342","Wife to a Marine,mother to 3 children. Chair of and sing in MWC Lympstone, Has No1 album,Cook,Cleaner,financial advisor,PA,Taxi driver,nurse..."
,@kimgulnac,Kim Gulnac,188,50,150,"1,136",Music is my life! Nursing is what I do to support my love of music. Getting to help people is my bonus!
,@marklui029,Mark Louie Domingo,133,24,68,660,#nurse #ofw #explorer #lovesmotorcycles&cars;
,@the_model_100,Beauty,152,"1,076","2,059","1,399","Nurse, model, lover and ambitious!!! :) follow me i follow back ;)"
,@Emzky10,Em Lastimoza Cabral,187,25,133,"1,758",Registered Nurse + Dreams to be a Race Track Driver + a frustrated cook and singer Lols! = MUSIC FREAK!
,@RNJobs4U,Travel Nurse Jobs,131,27,57,909,"High-paying travel contracts, customized assignments, and local per-diem to qualified patient-care providers across the nation. Joint Commission Accredited."
,@AllyNeighbors,Allyson Neighbors,193,44,93,"1,402","Wife, mommy, nurse practitioner. Seeking to live a simple, meaningful, grace-filled life."
,@ItsNowAmy,Amy Miriam Llewellyn,182,39,69,"1,779",I'm Seventeen Years Old.Live in England. I Started college in September and want to be a Nurse in the Raf.I'm quite a shy person but yeah that's how I am. x)..
,@truenorthreiki,Roxann,118,23,55,63,Nurse~Reiki Master/Teacher~Foodie~Nature Is My Classroom~Love Is The Answer~
,@Katelyn_Cheer94,Katelyn Collins,154,159,557,"1,360",Katelyn Marie(: Nursing/Phlebotomy at Pierpont #Team Taken #BradyThomasRadabaugh_ #Team RIP Travis Wayne Small #Team Buckeye Nation #teamcountrygirl
,@MelHunt182,Melissa Hunt,151,97,607,"1,071","Girl Gamer, Avid Reader, Animal Lover. Working as an Animal Nursing Assistant with hopes of becoming a veterinary nurse."
,@Practicalnurse1,Cheri Lamb,124,15,76,207,"Practical nurse with a passion for nutrition, wellness and prevention. Empowering families to make healthy choices that will impact their future health!"
,@Selena_hndrsn,Selena Henderson,156,33,86,"2,354",Registered Nurse living the dream in Vegas
,@nursinginvic,Nursing in Victoria,108,248,10,"1,906","The Nursing in Victoria Twitter account features the latest news, events and information on a career in nursing."
,@worldclassnurse,World Class Nurses,162,28,71,"1,554",Nursing Jobs and New Trends in Nursing Career
,@mhnurseinAus,Lynn Thomas,190,24,16,"1,895","I'm the online mental health nurse from Australia. I work as a counsellor using my knowledge & experiences of the physical, mental & social aspects of life."
,@Danalopez72,Dana Lopez,130,46,274,"1,554",Texas Nurse and badass Marine Mama
,@nightnurselaf,Loralee Wiltz,129,3,17,"1,692","Retired nurse who loves reading, being an activist."
,@SeaAggie17,Betsy Hillendahl,184,17,71,"1,646","I start nursing school in August. I'm 28 years old. I love music, books, sports! If you want to get to know me just ask!"
,@PollettD,D.J Pollett- Nurse,200,98,296,"1,044",
,@MargareteM,Mags O' Connor,163,121,623,"2,360",Hi everyone.. My name is mags. I work full time as a veterinary Nurse in The Donkey Sanctuary Liscarroll.I love horse racing especially point-to-pointing..
,@Duncanmckelvie,Duncan McKelvie,103,18,48,"2,002",47yo nurse working as a clinical site manager at mk hospital. work out at nuffield health in escape in mk. live with the other half in monkston.
,@sara_alass,_ __,148,103,137,"1,045",Never be afraid to be yourself. Born on 7 of Sep.. Nursing student
,@MacraeRach,Rachel M,100,63,236,"1,190","ϬDark chocolate lover, 3rd year Paediatric Nursing student, still X-Files obsessed after 20 years"
,@beckyj1911,Becky Judge,151,100,181,"2,400","Nurse & Psychotherapist, Clinical Leader and Fellow of the National Leadership Academy, tweets my own views"
,@NurseExaminer,Suzette Scheuermann,169,32,15,"1,064","Educator, Statistician, Psychometrician, and Nurse Scientist"
,@evertkay,Kayla,142,105,579,433,college ۢ Grady is bae ۢ 10/9/12 ۢ future Nurse Practitioner ۢ
,@InfoSublime,Sublime Healthcare,160,150,122,813,We have the dedication to provide special care nursing services with the highest standards of quality and commitment that our clients deserve in their homes.
,@shunkcrystal,Crystal Shunk,116,5,41,"2,219",I am a Nursing Assistant at Coastal Manor
,@Skyland_CC,Skyland Care Center,173,41,96,"1,469","193 Asheville Hwy Sylva, NC - We are a 94 bed Skilled Nursing Facility that is nestled in the beautiful mountains of NC next to the Great Smokey Mountains"
,@jhammondsBSN,John Hammonds,133,29,40,"2,366",I am an ER nurse trying to head back to school and further my career.
,@jonesc85,Candice Jones,150,36,116,"1,430",Wife. Mommy to three little ones. Labor nurse. Lover of Jesus. Books. Shoes. Comfy clothes. And quality time spent with family.
,@MartinStorey11,Martin Storey,114,358,462,560,From the Ballagh.ex OTB player&current; snr manager.All Ireland winning capt in '96.Psychiatric nurse for over 30yrs& involved with Wex mental health association
,@RantingRed1621,Ranting Red,188,30,44,"1,430","Proud puppy mom, wife of a chef, nurse. That is my entire life."
,@casey_hanlin,CASEY HANLIN,118,104,385,"2,423",I have a wonderful husband and 3 terrific children. I've been a nurse since 06. I am very competitive.
,@estomaiki,Maiki Cyrwus,174,38,94,735,"nurse, licensed subway musician, estonian, french bulldog enthusiast"
,@DebJanssen,Deb J's UFit,188,96,205,"1,065",Personal Trainer Pediatric Nurse exercise Freak. Mom
,@sheirlynaquino,sheirlyn aquino,134,57,394,"2,290",Pursuer of Dreams.Music Jammer. Beach Girl. Coffee-Tea Abuser. Gitarista and Pianista Wannabe. Backpacker. Nurse. Kitchen is my Place. Future Chef.
,@simonneb,simonne bell,147,15,389,"2,317","mum, veterinary nurse, robbie fan but not necessarily in that order x"
,@TraumaJimRN,Jim Leonard,172,27,121,"1,737","Single father,Christian,Trauma Nurse. 'bout covers it."
,@kenzie1007,jennifer harris,184,28,95,"2,291","Single mother of one beautiful daughter, full time Nursing Major, and just trying to live life without the Drama!"
,@CHHCInc,ChesapeakeHHC,212,116,126,"1,026","A home health care/private duty nursing agency specializing in the needs and care of medically-fragile and special needs children, adolescence and adults"
,@kreacher73187,rachelo bower,109,9,94,"2,413","pretty much my life is the flyers, nursing school and   "
,@Luvsol,N MO,112,11,71,"2,385","Believer, Loving Wife and Mother first, then A Professional Nurse Recruiter, Poet and soon to be Entrepreneur"
,@sarahohlion,SarahLion,148,41,110,"1,275",Registered Nurse. Access to health care should be a basic human right.
,@eliinjoh,Elin,181,62,154,214,21 y/o nurse student | In love with music | she's addicted to the lyrics that spill her heart out for her |
,@Huckleberry_Pie,Louise Murphy,143,17,78,"1,494","30 year old Nurse, loving life, photography, cosmetics, baking and interior design. Constantly smiling, hugging and kissing my little Boy."
,@imrobertcute4vr,Robert Gonzales,199,14,66,"1,874","A Nurse, a friend, a son, a loving father to my son. and a God fearing person"
,@jennileigh2682,Jennifer Daugherty,101,3,13,"2,330",I am a mother of two wonderful mixed children. I am currently in college majoring in nurseing. Have been in a realtionship for 10 years with my babby daddie
,@1RankOne,Rank One Review,107,105,113,"1,770","The Official Twitter Page of Rank One Review & Training Center. RankOne offers review programs for NURSING, CRIMINOLOGY, LET, PT/OT, NCLEX-RN, NCLEX-PN, & HAAD."
,@musingRhapsody,AmusingRhapsody,123,13,113,400,Student Nurse Midwife. Bellydancer. Former English Major.
,@berryhealthcare,Joshua Berry,103,56,16,"2,514",We have a medical supply home delivery company and a nurse staffing company. Call Staffing at 713-429-4738 or Medical Supply at 713-344-1301.
,@iseemetropolis,Derrick,131,107,120,111,Morgan_ I' a nurse...... Pothead_ Who What When Where Why Pretty feet #Justchillin #R.I.C.O.
,@Hansrobs77,Hannah Roberts,166,81,359,"1,024","Mother, lover, nurse...in that order. Most of the time."
,@Kayla_bae178190,Cassie Connor,121,17,84,113,Nursing//Ohio University
,@BernieRosina,Bernadette Huxtable,181,57,336,"2,220",21 ~ Nurse ~ Craving A Quiet Life
,@TravelnBooks,Katie Grasham,150,22,52,636,"Well-traveled, well-read, constantly dreaming of doing more of both. Aspiring writer. Dedicated critical care nurse. Always looking for the road less traveled."
,@terriannrn,Terri Rock,111,15,307,"1,604",Nurse and mom of three boys!
,@kahlia2520,Kahlia Mazacalletti,109,19,87,843,"I am an RN,MSN,flight trauma nurse"
,@raegarcia07,Rae Garcia,103,158,561,376,-20. Nursing Student- Gamer (3DS. Xbox. Play Station)- Pop Punk-Pizza-Taken3-StarWars- Zelda-Kingdom Hearts-Books3
,@mrthl_13,merthel arnosa,100,27,296,"1,980",Being a nurse is a noble job. It's nice to hear when your patients appreciate the care you've given... That's the real price that we get... :D
,@neeld_jill,Jill Covington Neeld,157,18,50,884,Registered Nurse MSN Vanderbilt Univ. liberal Democrat and UMC. Granddaughter of railroad union organizer. Daughter of civil rights workers. Feminist.
,@SFarley724,Sean Farley,124,28,334,"1,795",Cardiothoracic ICU Nurse
,@EstherRider,Esther Rider,192,62,357,"1,350",21. Aspiring nurse. College girl. Food lover. Coffee enthusiast. Adirondack native. Child of the King of Kings. Blessed beyond measure.
,@KellyMomygal2,Kelly White,149,54,170,"1,217",Mother of 2. Registered Nurse
,@Kaluli_841,Karla,191,14,63,632,nurse. love photography. animal lover. dreamer. beauty junkie. hardworker. sweetheart. loving life.
,@iska24395382,IsKa orchid,126,52,111,"1,344",profesional nursing
,@moremilkcookies,More Milk Cookies,195,79,358,754,The healthy cookies for nursing moms. Ingredients support milk production!
,@itscaitlin19,caitlin rivera,173,80,132,637,20. Mother of a beautiful baby girl. Nursing Student at RSCC. Christian._
,@annebeckybar,anne quinn,198,22,59,"1,647","Mamma of 4, sports therapist nurse, midwife. Karate kicker!"
,@consignment123,Mommy N' Me Consign,140,75,89,"1,702","Come buy and or consign at Mommy N'Me for all your baby, kid and maternity/nursing needs! Name brands for so much less..."
,@biglouvuitton,Louis Vandermay,195,20,103,"1,667","Father, Husband, Nurse, and Fantasy Football addict (seriously need rehab)."
,@KAYLASAXON,kayla saxon,161,110,90,"2,332","i'm kayla , I'm studying to be a nurse! i talk about my cat alot, probably too much. oh and i love my family and friends more than anything :)"
,@H_Simeon,Helga Simeon,123,7,94,"1,280","Mother, student nurse, teacher, marathon runner, cyclist, and a lover of Plymouth gin."
,@MtKingJonny,Jon,134,22,171,711,"OR nurse, triathlete"
,@CatinaRutledge,Tinabaqt32,182,9,182,"1,251","Hard working nurse and kpop fanatic. I love me some RAIN. I have smart and talented kids, so be on the look out for them."
,@brittanyn20101,Brittany Nelson,188,31,64,"1,018",Nursing Student at Wayne State University 20 years old
,@AlexandriaSerwe,Alex Serwe-Montoya,101,28,26,977,"Mom, Nurse, Triathlete, Coach, Coordinator of Family Kaos"
,@Anniepie10,Anniepie10,158,14,30,"2,668","Melter of glass, nurse....everyday goddess..."
,@CGVetNurseSch,CGatesVetNurseSchool,120,115,140,477,We are a satellite of Myerscough College for student vet nurses in Chester UK. We have small class sizes and experienced vet nurse tutors = excellent training.
,@teresasoro,Teresa Șr̦,162,53,134,"1,234","Medical educator, pediatric nurse, adrenaline junkie. Love family, work, dedicated people, skiing, and beautiful things, dislike unjustice."
,@JayRSia,Jay-R Sia,120,2,142,"1,571",staff nurse
,@LaniBonnie,LayLani .,135,31,39,"2,104",Black father Korean mother. Extremely random girl. Nursing student I say whats on my mind and deal with the consequences later. I dnt abide by rules i BREAK em!
,@Paulmcwilliam59,Paul A. McWilliam,167,14,61,"2,387","Nurse, Teacher, Father, Husband, and BMW motorcycle rider, who loves his wife Gisela."
,@ludygb3,ludievina barrientos,173,14,23,"2,073","Mom, wife, medical asstiant, hopefull nursing student, biligual, multitasker, buzy!"
,@NutritionIdeal,Nutrition Ideal,134,85,107,935,"Registered Nurse, Certified Wellcoach, Ideal Protein Authorized Provider, Diabetes Free Zone, Wellness Strategist, Integrative Health Nurse, IV Nutritional RN"
,@hayleyashford2,HayleyLouiseAshfordx,124,20,71,"1,352",21 years old. Love my boyfriend we've been together 2 years :) Birmingham City Uni - childrens nursing .. And I work part time at sainsburys life is amazingg :)
,@star4000,Linda Rodgerson,188,13,60,"2,386","I love Canada,don't like to fly in airplanes,but love driving ,I work in a hospital nursing ,have 4 children ,and 5 grandchildren that are my whole world"
,@cprhands4hearts,cprhands4hearts,156,27,51,"1,618",I'm a nurse for over 20 yrs and past 7yrs a pediatric nurse. I'm an AHA CPR/ First Aid Instructor for over 6 years.
,@fwhite7767,Denny White,174,231,423,"1,069",my name is Denny and I work at sloan ford in columbia. i work my butt off and i am trying to be a nurse. I have a beautiful daughter that is my world
,@brittlee1234,Brittney Chamblee,176,51,124,"1,319",Nurse. Wife. Mother. Sister. Bestfriend. Small town girl.
,@_AnneJones,Anne Jones,109,41,216,498,"Friend, Mom, Wife, Nurse, Phlebotomist, Medical Coder, Medical Assistant, Administrative Assistant. Singer Of the Gospel."
,@mbish10,Megan Bishop,116,94,170,"1,383","Chirst follower, Wife to a wonderful husband @aaronpbishop, Volunteer @DreamCenters, Nurse @PSFHS, PreSchool Coodinator @NewLifeColorado, Runner, loves the fall"
,@debbs46,Debbie Claire,123,79,649,"1,937","registered nurse, former college teacher, presently an insurance agent, married to a Bicolano, Commerce graduate of La Concordia College,Manila 1981"
,@Workingtoward0,Maureen Spencer,180,32,55,712,i am a National Infection Prevention Nurse Consultant - working to achieve zero healthcare acquired infections. I am also working on Ebola preparedness.
,@NursingsCool,Nursing Student,102,42,121,16,"The random thoughts that go through the head of this nursing student. Laughter is the best medicine. But lorazepam is also pretty great too, so."
,@MrsVanessaW,NessW,159,40,83,"1,150","Nursery Nurse, Mother to 2 girls and 1 dog. Probably the last person in the world to join Twitter. Animal lover. Dog walker, please follow @WoodysPS"
,@MyGratefulSelf,MyGratefulSelf,204,161,525,122,Oncology nurse and PhD student interested in helping YA's with cancer. NOW RECRUITING: An on-line study to promote wellness in YAs with cancer through writing!
,@Womanly_Amazing,Mrs.Nurse.S.J.Smith,173,9,97,"1,453",
,@ciaraebrown,Ciara Miller,149,17,174,"2,338",Nerd. Wife. Dog mom. Nurse. I mainly use twitter to read funny posts by other people and keep up with celebrities.
,@MyAure,MyAure,190,7,36,"1,766","Provide a look at employment opportunities and job readiness in the San Francisco Bay Area (Clerical/Administrative,Nursing,Janitor,Cook, Non Profit, & MORE)"
,@JJolly211,Jessica Jolly,116,40,134,"1,263","Daughter of God, follower of Jesus! Healer of hearts (pediatric cardiac nurse). Therefore if anyone is in Christ, she is a new creation."
,@pierrudd,DuckfeathersPhotos,116,56,180,"2,218","An Aussie living in Northern Ireland. Nurse by trade, photographer by nature. All photos by me unless stated otherwise. The world is your duckpond.Make a splash"
,@crystalnpazour,Crystal Pazour,117,45,47,426,farming. nursing. mom to Jennings and Baylor.
,@Kemas_naneng,K E M A S M.N.A,146,83,135,"1,639",Nursing Academy
,@ColfordJenny,jenny magee,143,146,877,511,"I'm a Long Term Care night shift nurse, spoonie, mom, Big Mama (grandma) to beautiful twin girls. I cook. I quilt. I believe music is the best form of therapy"
,@Ni_Creative7,Samantha Nurse,139,44,267,517,
,@ruthcta,Ruth Ashfield,141,10,25,"1,370",Catholic; Nurse; Chaser; Choir director; Enjoyer of life!
,@StWenstjulien,Wendy RN,159,1,22,866,"I love Jesus, my family, dancing and being a nurse! Life is what you make it:)"
,@Cherrylynn,Cheryl,181,19,102,"2,422",Registered nurse with a bluntly realistic outlook on life. Self- procclaimed coffee and candle addict.
,@alisha10165,Al$a,193,38,169,576,Alisha !! A Nurse!! Held Up Your Head High & Show Your Class!!! Haters Will Never Appreciate Your Perfection!!! Gonna Achieve Dream Very Soon!!! ϬϬΕ
,@jenmittx,JenMitTx,126,25,334,"2,624",im a hospice nurse who loves podcasts and reality tv
,@bshepi,Branden Shepitka RN,140,131,355,"1,051",Registered Nurse (Emergency)
,@JacindaAlvarez,Jacinda Alvarez,153,35,193,"1,639",Mum. Nursing student. Struggle to function without my daily coffee. Reading. Fashion. Cooking.
,@TresnaPuspa_20,Tresna R Puspa,104,45,68,912,I hope that you and I :* ({}) Nursing
,@DewiWulandari09,Dewi Wulandari,159,237,583,977,"PSIK STIKES Sari Mulia Banjarmasin, I Wil Be the Best Nurse, I can be, Aamiin :)"
,@ebbert78,Catherine Ebbert,125,51,246,606,"A Super-Single Mom, A Private Duty Nurse, An Awesome Friend, A Singer...I am a 'jack-of-all-trades!' ;-)"
,@morganeetienne,Morgane Etienne-Hoff,183,21,258,"2,116","French by birth, lawyer and nurse. Moved to San Antonio a decade ago to be with the love of my life."
,@NickyJerome,Nicky Jerome,196,40,113,"2,077","23. Taken. Dental Nurse. Life is not measured by the amount of breaths we take, but by moments that take our breath away..."
,@ladychloe99,Jennifer Gott,159,45,187,"1,552",mother.writer.artist.daydreamer.nurse.wannabe breakout blogger.
,@avamalissa,Ava Malissa Silver,194,29,269,831,"Mom of 2, wife and CICU nurse, just a regular gal"
,@NurseOnCallJobs,Nurse On Call Jobs,199,284,172,418,"Nurse on Call is Ireland's Leading Nursing Recruitment Agency. We supply nurses & carers to the HSE, Private & Voluntary Hospitals and Care Units."
,@unfazedfab,sarah johnson,127,28,90,"1,303","Mommy , Nurse , Raider Fan"
,@StaceyHoffman8,Stacey Hoffman,138,136,911,"1,103","My name is Stacey, I am a wife to a solider, mother, cook, maid, taxi driver, nurse, you get my drift. I also run 2 home based businesses. I love my life!"
,@RoseMColeman,Rose Coleman,117,5,14,"1,432","RN, Nursing Home Administrator and Consultant"
,@GjclJules,Jules Hughes,151,12,25,935,"Practice Nurse in Slough with special interest in Asthma & COPD. Worship Leader St. John's, Eton Wick. Sings in Cantorum Choir Enjoys sugarcraft"
,@padams1,Paula Adams,157,11,147,"2,444","I am a wife, mummy, cook, cleaner, teacher, nurse, playmate, personal assistant the list goes on!!"
,@ChristyCharity,CC Chambers,105,23,51,"1,263",Internet Marketing Specialist. NuSkin Hawaii Registered Nurse- Specializing in Cardiac Nursing.
,@hildaoriil,Hilda Rahmatika,105,118,355,"1,480",Nursing Student ^ Andalas University ^ SWARA Nightingale ^ Landbouw High School ^
,@UMLBDN,UMass Lowell BDN,137,69,122,"1,105","The BDN project seeks to recruit, retain and graduate high-quality minority and economically disadvantaged nursing students."
,@bpfranks3,Brandy,187,54,75,"1,614","TN Christian wife, mother, nurse and lover of all things sports, esp. TN Vols!"
,@vonkro,elke,153,17,52,"2,185","single childrens nurse,love movies,music,reading crime books,going to theater and musicals"
,@tmj_KYL_NURSING,TMJ-KYL Nursing Jobs,123,348,288,"2,075","Follow this account for geo-targeted Healthcare-Nursing job tweets in Lexington, KY from TweetMyJobs. Need help? Tweet us at @TweetMyJobs!"
,@clemsonsteph,Steph Hendershott,173,31,25,"2,373","Giant nerd - all things nursing, Game of Thrones, Star Wars and LOTOR. Movie aficionado. Video game player. Great Dane owner. Clemson and Steeler lover."
,@ucuszogon,Uswatun Khasanah,145,48,153,"1,715",I'm nursing student in University of M.H Thamrin jakarta
,@nonameaningdew,nada,219,187,519,810,faculty of nursing mansoura university
,@Its_ThePitts,Cherie Pitts,135,199,268,"2,206",Certified Legal Nurse Consultant. RN for 20 years.
,@chrissyannxox,Christinaaa!,111,26,140,"1,376",Single. Nursing at CCC! November 26
,@SamanthSpitz,Samantha Spitz,158,76,76,"1,005","Daughter's are the best gift, friends make the best sisters, family creates the best love and nursing makes for the most wild and crazy ride you'll ever love."
,@believeinme1093,Kass,121,38,137,721,"I believe everything happens for a reason. Christian. Certified Nursing Assistant. Unit Clerk. I make a difference in peoples lives, and I save people everday."
,@soraninaru08,,129,1,5,418,I want to be a nurse
,@diffusednurse,Peter Southon,140,21,27,156,"A renal nurse wanting to make a difference, husband, dad, ultrarunner, and all round nice guy!"
,@heatherguice7,Heather Nicole Guice,140,11,3,"2,206",my name is heather guice. I'M 21! I am going to school part time to be a nurse and the other part of the time i work at walmart.
,@LisaLockedUp,Melissa Jones,182,120,235,"1,532",#teamfollowback newly married.new mother of one.24yr olds.in school for nursing.deff not lookin for love on here.just a source of entertainment to me.
,@brandi_earl,BrandiMCrowley,126,62,284,922,"I am a Licensed Nurse currently seeking a degree as a Registered Nurse. Loving life, why not?"
,@DM_in_Hull,David Muir,139,127,105,"2,290","Personal Twitter site for all my interests, see my other site about critical care nursing in resource limited environments @ltd_resource (if interested)."
,@LoisCarolPen,Lois Carol Pen,195,35,77,"1,526",Specialist practitioner in children's community nursing. Programme Lead for long term care-integrated children's services Passion for compassion.Views my own.
,@CollageNurse,nurse college(M.R.R),157,57,110,379,
,@LYoung3587,Lauretta Young,175,23,402,"2,149","Christian, Nurse, Student, Mother, Grandmother, Piano player, Loves to sing, Sister, Daughter, and Wonderful loving Fiance to Jerry H."
,@1unusual_breed,Tiffany Monet,130,24,75,"1,766",I am a hard working single mother of two beautiful children. On my way to become a awesome nurse.
,@Herpesviridae,܋,184,9,18,"1,339","Born: Hokkaido, Raised: Aomori,Yamagata,Ibaraki, College: Yamagata univ. Nurse: 9+ years. Married: 0+ years."
,@JajaAriff78,Jaja Ariff,153,22,83,540,"Mum, Wife. Registered Nurse. I _ Cat. I _ Baking."
,@Kayla_Marie212,Kayla P,190,47,95,"1,004",Hockey*Snowboarding*Running*Soccer*Nurse*Being outside*Country music*Mint chocolate chip ice cream*Barbeques and bonfires*Four-wheeling
,@LowryLaura,Laura Lowry,145,9,63,"1,175","Mom, pediatric oncology nurse and dog lover"
,@jkichigin,jessie,135,71,129,"1,208","AST, Nursing major, tennis player"
,@JunyGlenn,Jatienza,168,36,108,161,Since '96 Student nurse @ the moment Studying at Filamer Christian University
,@KellieD1988,Kellie Durrington,156,35,83,"1,874","Student Nurse, Mommy, Charity Founder and chatterbox!"
,@momonicu_crew,_ichika.,176,112,116,854,ɉ I want to become an original nurse.
,@NursingPatients,Nursing Patients,194,83,89,453,"ICU preceptor. RN for over 10 yrs. I've worked in med-surg, er, and multiple ICUs & I've been educating Nurses, patients, doctors, and Students"
,@camarczak,Cheryl Marczak RN,114,32,224,574,Mom and School nurse
,@kristin_jacks,Kristin Jacks,137,40,406,"1,591","Im a nurse who loves people, loves to travel, and loves learning in the process. Life is short so appreciate every moment! Animal lover, foodie, health nut."
,@kisabitzykitty,bitzy mcbee,115,16,29,"2,418","im just ur avarge random teenager who loves music and really wants to b a nurse at a childerens hospital, or a morticain..hmmm lol"
,@NurseSnowBunnii,Nurse SnowBunnii,101,17,130,"2,207",Consultant for Oohlala!! Host a party today and receive 25% of your qualifying parties total sales towards FREE hostess goodies!!
,@clairelennon45,Claire Lennon,142,56,206,"2,078","Veterinary Nursing Student from UCD, LOVES RPatz,any thing to do with vampires,werewolves and the supernatural"
,@collabEM,Collaborative EM,107,61,182,241,An interdisciplinary approach to EM. One ED nurse + one medical student = one great #FOAMed & #FOANed resource
,@licknlollipops,joy,127,12,25,"1,978",mom of 2.a nurse.i sound exiting dont i ....lol
